timestamp,source_ip,source_port,destination_ip,destination_port,attack_type,protocol,severity,detected_patterns,session_id
2025-05-15T12:47:51.678277,127.0.0.1,57029,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.668670,127.0.0.1,57027,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.659693,127.0.0.1,57026,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.598999,127.0.0.1,57024,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.519681,127.0.0.1,57022,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.425731,127.0.0.1,57020,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.163179,127.0.0.1,57016,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.153412,127.0.0.1,57015,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.143199,127.0.0.1,57014,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.112462,127.0.0.1,57012,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.068265,127.0.0.1,57008,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.051711,127.0.0.1,57004,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.034998,127.0.0.1,57003,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.025164,127.0.0.1,57001,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.015661,127.0.0.1,57002,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:51.004360,127.0.0.1,57000,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306071-127.0.0.1
2025-05-15T12:47:50.910766,127.0.0.1,56997,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.812972,127.0.0.1,56994,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.802042,127.0.0.1,56993,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.761809,127.0.0.1,56988,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.750740,127.0.0.1,56989,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.738554,127.0.0.1,56987,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.722192,127.0.0.1,56984,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.701516,127.0.0.1,56981,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.692027,127.0.0.1,56982,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.676253,127.0.0.1,56980,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.598388,127.0.0.1,56977,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.583461,127.0.0.1,56976,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.441195,127.0.0.1,56972,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.429746,127.0.0.1,56973,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.396532,127.0.0.1,56970,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.349317,127.0.0.1,56968,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.320235,127.0.0.1,56966,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.273217,127.0.0.1,56962,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.256315,127.0.0.1,56961,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.240821,127.0.0.1,56960,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.163452,127.0.0.1,56957,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.132266,127.0.0.1,56955,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.052783,127.0.0.1,56953,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:50.038371,127.0.0.1,56951,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306070-127.0.0.1
2025-05-15T12:47:49.992335,127.0.0.1,56948,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.977112,127.0.0.1,56946,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.961085,127.0.0.1,56945,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.945811,127.0.0.1,56944,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.900399,127.0.0.1,56942,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.821945,127.0.0.1,56940,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.790666,127.0.0.1,56938,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.697546,127.0.0.1,56936,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.665166,127.0.0.1,56934,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.649772,127.0.0.1,56933,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.619462,127.0.0.1,56929,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.596601,127.0.0.1,56928,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.587205,127.0.0.1,56927,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.508164,127.0.0.1,56925,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.151813,127.0.0.1,56922,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.090784,127.0.0.1,56920,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.044607,127.0.0.1,56916,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:49.028713,127.0.0.1,56915,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306069-127.0.0.1
2025-05-15T12:47:48.970818,127.0.0.1,56909,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.936106,127.0.0.1,56906,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.924994,127.0.0.1,56907,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.913923,127.0.0.1,56904,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.874977,127.0.0.1,56903,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.662019,127.0.0.1,56895,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.653381,127.0.0.1,56894,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.640825,127.0.0.1,56893,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.603648,127.0.0.1,56887,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.594060,127.0.0.1,56888,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.579180,127.0.0.1,56889,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.543641,127.0.0.1,56884,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.522271,127.0.0.1,56883,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.489621,127.0.0.1,56882,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.444154,127.0.0.1,56881,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.397003,127.0.0.1,56880,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.342289,127.0.0.1,56876,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.312319,127.0.0.1,56873,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.291111,127.0.0.1,56870,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.255870,127.0.0.1,56871,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.227325,127.0.0.1,56869,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.213193,127.0.0.1,56868,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.170596,127.0.0.1,56865,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.153517,127.0.0.1,56864,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.138378,127.0.0.1,56863,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.090759,127.0.0.1,56860,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:48.062260,127.0.0.1,56859,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306068-127.0.0.1
2025-05-15T12:47:47.987385,127.0.0.1,56856,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.974732,127.0.0.1,56854,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.962133,127.0.0.1,56853,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.951906,127.0.0.1,56852,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.935809,127.0.0.1,56850,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.919203,127.0.0.1,56848,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.903499,127.0.0.1,56847,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.872440,127.0.0.1,56845,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.829019,127.0.0.1,56843,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.745236,127.0.0.1,56839,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.733595,127.0.0.1,56840,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.639959,127.0.0.1,56837,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.609641,127.0.0.1,56834,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.593103,127.0.0.1,56833,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.559879,127.0.0.1,56829,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.525528,127.0.0.1,56828,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.505006,127.0.0.1,56827,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.451610,127.0.0.1,56825,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:47.090814,127.0.0.1,56823,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306067-127.0.0.1
2025-05-15T12:47:46.968218,127.0.0.1,56819,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.952058,127.0.0.1,56818,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.904563,127.0.0.1,56816,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.828039,127.0.0.1,56810,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.816201,127.0.0.1,56809,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.779412,127.0.0.1,56808,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.606377,127.0.0.1,56804,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.587053,127.0.0.1,56803,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.577281,127.0.0.1,56802,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.520222,127.0.0.1,56798,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.510488,127.0.0.1,56796,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.500753,127.0.0.1,56797,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.485058,127.0.0.1,56793,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.459737,127.0.0.1,56791,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.448892,127.0.0.1,56790,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.438105,127.0.0.1,56789,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.389815,127.0.0.1,56787,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.316487,127.0.0.1,56785,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.237863,127.0.0.1,56783,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.190606,127.0.0.1,56781,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.126634,127.0.0.1,56773,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.116238,127.0.0.1,56774,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:47:46.103682,127.0.0.1,56770,localhost,8000,ddos,HTTP,medium,high_connection_rate,ddos-1747306066-127.0.0.1
2025-05-15T12:27:42.527758,127.0.0.1,58970,localhost,8002,machine_takeover,HTTP,critical,Malicious command execution,1655300bc18846da241c9cd682a04b21
2025-05-15T12:27:22.051269,127.0.0.1,57971,localhost,8002,machine_takeover,HTTP,critical,Authentication attempt - bruteforce,takeover-1747304842-127.0.0.1
2025-05-15T12:27:19.171351,127.0.0.1,57831,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1747304839-127.0.0.1
2025-05-15T12:27:19.161668,127.0.0.1,57831,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1747304839-127.0.0.1
2025-05-15T12:27:17.125461,127.0.0.1,57728,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1747304837-127.0.0.1
2025-05-15T12:27:17.090063,127.0.0.1,57728,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1747304837-127.0.0.1
2025-05-15T12:27:15.029501,127.0.0.1,57623,localhost,8001,sql_injection,HTTP,critical,SQL Injection - Classic SQL Statements,sqli-1747304835-127.0.0.1
2025-05-15T12:27:15.005548,127.0.0.1,57623,localhost,8001,sql_injection,HTTP,high,SQL Injection - Classic SQL Statements,sqli-1747304835-127.0.0.1
2025-05-15T12:27:12.951687,127.0.0.1,57520,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1747304832-127.0.0.1
2025-05-15T12:27:12.915380,127.0.0.1,57520,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1747304832-127.0.0.1
2025-05-15T12:27:10.841591,127.0.0.1,57416,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1747304830-127.0.0.1
2025-05-15T12:27:10.797661,127.0.0.1,57416,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1747304830-127.0.0.1
2025-05-15T12:27:08.743617,127.0.0.1,57315,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1747304828-127.0.0.1
2025-05-15T12:27:08.707643,127.0.0.1,57315,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1747304828-127.0.0.1
2025-05-15T12:27:06.642597,127.0.0.1,57211,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1747304826-127.0.0.1
2025-05-15T12:27:06.633641,127.0.0.1,57211,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1747304826-127.0.0.1
2025-05-07T15:17:30.085986,127.0.0.1,49892,localhost,8002,machine_takeover,HTTP,high,Authentication attempt - bruteforce,takeover-1746623850-127.0.0.1
2025-05-07T15:17:27.506177,127.0.0.1,49890,localhost,8002,machine_takeover,HTTP,high,Authentication attempt - bruteforce,takeover-1746623847-127.0.0.1
2025-05-07T15:17:24.932657,127.0.0.1,49888,localhost,8002,machine_takeover,HTTP,high,Authentication attempt - bruteforce,takeover-1746623844-127.0.0.1
2025-05-07T15:17:22.366393,127.0.0.1,49886,localhost,8002,machine_takeover,HTTP,high,Authentication attempt - bruteforce,takeover-1746623842-127.0.0.1
2025-05-07T15:17:19.771251,127.0.0.1,49881,localhost,8002,machine_takeover,HTTP,high,Authentication attempt - bruteforce,takeover-1746623839-127.0.0.1
2025-05-07T15:17:17.183599,127.0.0.1,49879,localhost,8002,machine_takeover,HTTP,high,Authentication attempt - bruteforce,takeover-1746623837-127.0.0.1
2025-05-07T15:17:14.620840,127.0.0.1,49877,localhost,8002,machine_takeover,HTTP,high,Authentication attempt - bruteforce,takeover-1746623834-127.0.0.1
2025-05-07T15:17:09.667785,127.0.0.1,49875,localhost,8002,machine_takeover,HTTP,critical,Authentication attempt - bruteforce,takeover-1746623829-127.0.0.1
2025-05-07T15:17:04.199034,127.0.0.1,49869,localhost,8002,machine_takeover,HTTP,critical,Authentication attempt - bruteforce,takeover-1746623824-127.0.0.1
2025-05-07T15:16:53.964367,127.0.0.1,49863,localhost,8002,machine_takeover,HTTP,critical,Authentication attempt - bruteforce,takeover-1746623813-127.0.0.1
2025-05-07T15:14:33.124379,127.0.0.1,49792,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1746623673-127.0.0.1
2025-05-07T15:14:33.087731,127.0.0.1,49792,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1746623673-127.0.0.1
2025-05-07T15:14:31.033188,127.0.0.1,49790,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1746623671-127.0.0.1
2025-05-07T15:14:30.997798,127.0.0.1,49790,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1746623670-127.0.0.1
2025-05-07T15:14:28.925391,127.0.0.1,49788,localhost,8001,sql_injection,HTTP,critical,SQL Injection - Classic SQL Statements,sqli-1746623668-127.0.0.1
2025-05-07T15:14:28.914820,127.0.0.1,49788,localhost,8001,sql_injection,HTTP,high,SQL Injection - Classic SQL Statements,sqli-1746623668-127.0.0.1
2025-05-07T15:14:26.848977,127.0.0.1,49786,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1746623666-127.0.0.1
2025-05-07T15:14:26.812053,127.0.0.1,49786,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1746623666-127.0.0.1
2025-05-07T15:14:24.754552,127.0.0.1,49784,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1746623664-127.0.0.1
2025-05-07T15:14:24.722242,127.0.0.1,49784,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1746623664-127.0.0.1
2025-05-07T15:14:22.649846,127.0.0.1,49782,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1746623662-127.0.0.1
2025-05-07T15:14:22.614035,127.0.0.1,49782,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1746623662-127.0.0.1
2025-05-07T15:14:20.565806,127.0.0.1,49780,localhost,8001,sql_injection,HTTP,critical,SQL Injection - UNION-Based,sqli-1746623660-127.0.0.1
2025-05-07T15:14:20.552648,127.0.0.1,49780,localhost,8001,sql_injection,HTTP,high,SQL Injection - UNION-Based,sqli-1746623660-127.0.0.1
2025-05-07T15:13:44.757797,127.0.0.1,49776,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.739152,127.0.0.1,49775,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.663673,127.0.0.1,49774,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.616613,127.0.0.1,49773,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.585261,127.0.0.1,49772,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.524521,127.0.0.1,49771,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.317034,127.0.0.1,49770,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.043470,127.0.0.1,49769,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:44.027417,127.0.0.1,49768,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623624-127.0.0.1
2025-05-07T15:13:43.980931,127.0.0.1,49767,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623623-127.0.0.1
2025-05-07T15:13:43.527834,127.0.0.1,49766,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623623-127.0.0.1
2025-05-07T15:13:43.402225,127.0.0.1,49765,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623623-127.0.0.1
2025-05-07T15:13:43.247991,127.0.0.1,49764,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623623-127.0.0.1
2025-05-07T15:13:43.139785,127.0.0.1,49763,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623623-127.0.0.1
2025-05-07T15:13:42.950342,127.0.0.1,49762,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.912291,127.0.0.1,49761,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.796730,127.0.0.1,49758,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.787206,127.0.0.1,49760,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.778330,127.0.0.1,49759,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.764946,127.0.0.1,49757,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.739055,127.0.0.1,49756,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.687628,127.0.0.1,49754,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.643043,127.0.0.1,49752,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.590047,127.0.0.1,49750,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
2025-05-07T15:13:42.537168,127.0.0.1,49747,localhost,8000,ddos,HTTP,high,high_connection_rate,ddos-1746623622-127.0.0.1
